University,Latitude,Longitude,Biome,Proximity to nearest edge,Proximity to safety,Proximity to human structures,Date,Time,Clouds,Precipitation,Wind,Squirrel species,Total vigilance,Total foraging,Total Alert Feeding,Total social,Total other,Total out of sight,Notes and comments,Number of conspecifics,Direct interaction with conspecifics,Conspecifics within 15m,Notes on conspecific behavior,Number of humans present other than yourself,Direct interaction with humans,Humans within 15m ,Notes on human behavior,Number of dogs present,Direct interaction with dogs,Dogs within 15m,Notes on dog behavior,Other animals present
Gonzaga University,47.66725,-117.40422,Core college campus,0 - 3m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Friday, May 28, 2021",12:25:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,3.0,10.0,0,0.0,0,,0,,,,2.0,No,Yes,"Walking by, paid no attention to squirrel",0.0,,,,
Gonzaga University,47.66725,-117.40422,Core college campus,0 - 3m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Saturday, May 29, 2021",12:25:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,3.0,10.0,0,0.0,0,,0,,,,2.0,No,Yes,"Walking by, paid no attention to squirrel",0.0,,,,
Gonzaga University,47.66725,-117.40422,Core college campus,0 - 3m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Sunday, May 30, 2021",12:25:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,3.0,10.0,0,0.0,0,,0,,,,2.0,No,Yes,"Walking by, paid no attention to squirrel",0.0,,,,
Gonzaga University,47.663509999999995,-117.40198000000001,Core college campus,3 - 10m,< 3m,"Natural area, off trail","Monday, May 31, 2021",12:25:00 PM,Mostly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),0.0,0.0,0.0,0,2.0,14,"Squirrel was spotted running along tree, suspecting that it got spooked off when we got close for observations.",0,,,,1.0,No,,,0.0,,,,"One bird was spotted nearby, within 15m early on, but no direct interaction took place. "
Gonzaga University,47.66725,-117.40422,Core college campus,0 - 3m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Tuesday, June 1, 2021",12:25:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,3.0,10.0,0,0.0,0,,0,,,,2.0,No,Yes,"Walking by, paid no attention to squirrel",0.0,,,,
Gonzaga University,47.66725,-117.40422,Core college campus,0 - 3m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Wednesday, June 2, 2021",12:25:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,3.0,10.0,0,0.0,0,,0,,,,2.0,No,Yes,"Walking by, paid no attention to squirrel",0.0,,,,
Gonzaga University,47.66725,-117.40422,Core college campus,0 - 3m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Thursday, June 3, 2021",12:25:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,3.0,10.0,0,0.0,0,,0,,,,2.0,No,Yes,"Walking by, paid no attention to squirrel",0.0,,,,
Gonzaga University,47.66826,-117.40032,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Friday, June 4, 2021",12:26:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,0.0,0.0,0,16.0,0,it was curled up in a tree with its tail curled up behind its back maybe for warmth.,2,No,Yes,,6.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66826,-117.40032,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Saturday, June 5, 2021",12:26:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,0.0,0.0,0,16.0,0,it was curled up in a tree with its tail curled up behind its back maybe for warmth.,2,No,Yes,,6.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.6678,-117.4027,Core college campus,> 10m,3 - 15m,"Within 15 meters of paved road, Within 15 meters of buildings","Sunday, June 6, 2021",12:27:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),3.0,1.0,0.0,0,12.0,0,,0,,,,4.0,"No, NA",No,,0.0,,,,"cat present, 1, no direct interactions"
Gonzaga University,47.668,-117.4,Core college campus,0 - 3m,< 3m,Within 15 meters of paved road,"Monday, June 7, 2021",12:28:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,7.0,4.0,2,1.0,1,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.668,-117.4,Core college campus,3 - 10m,3 - 15m,Within 15 meters of paved road,"Tuesday, June 8, 2021",12:28:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,3.0,1.0,4,3.0,1,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.667840000000005,-117.40323000000001,Core college campus,0 - 3m,0m,Within 15 meters of buildings,"Wednesday, June 9, 2021",12:30:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,1.0,0.0,0,13.0,1,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,41.14,-122.0936,Core college campus,3 - 10m,< 3m,Within 15 meters of paved road,"Thursday, June 10, 2021",12:30 PM,Sunny,No,Steady breeze,Western gray squirrel (Sciuris griseus),0.0,5.0,2.0,3,0.0,0,,0,No,,,,,,,,,,,
Gonzaga University,47.6675,-117.4042,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Friday, June 11, 2021",12:30:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,2.0,4.0,0,3.0,6,,0,,,,20.0,No,Yes,students walking by during passing period,0.0,,,,
Gonzaga University,47.66857,-117.40208,Core college campus,> 10m,0m,Within 15 meters of buildings,"Saturday, June 12, 2021",12:38:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,1.0,0.0,0,6.0,7,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66823,-117.40033999999999,Core college campus,3 - 10m,0m,Within 15 meters of buildings,"Sunday, June 13, 2021",12:40:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,11.0,0.0,0,5.0,0,,1,No,Yes,Conspecific was resting and eating on separate branch.,2.0,No,Yes,Walking,0.0,No,No,,
Gonzaga University,47.6668,-117.4054,Core college campus,> 10m,0m,"Natural area, off trail","Monday, June 14, 2021",12:41:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),0.0,2.0,1.0,0,13.0,0,in a tree for majority of time,0,,,,1.0,,,,0.0,,,,
Gonzaga University,47.668409999999994,-117.40185,Core college campus,> 10m,0m,Within 15 meters of buildings,"Tuesday, June 15, 2021",12:42:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,10.0,0.0,0,5.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66836,-117.40221000000001,Core college campus,> 10m,0m,Within 15 meters of buildings,"Wednesday, June 16, 2021",12:50:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,8.0,6.0,0,1.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.668440000000004,-117.40263,Core college campus,> 10m,0m,Within 15 meters of buildings,"Thursday, June 17, 2021",12:50:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,8.0,0.0,0,3.0,3,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66837,-117.40222,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Friday, June 18, 2021",12:56:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,8.0,3.0,0,2.0,1,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66837,-117.40222,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Saturday, June 19, 2021",12:56:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,8.0,3.0,0,2.0,1,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.677,-117.40338999999999,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Sunday, June 20, 2021",12:56:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,4.0,0.0,2,9.0,0,Other is mostly running,3,No,Yes,,12.0,No,Yes,,0.0,,,,
Gonzaga University,47.667608,-117.40206,Core college campus,3 - 10m,0m,Within 15 meters of buildings,"Monday, June 21, 2021",12:59:00 PM,Mostly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),6.0,8.0,2.0,0,0.0,0,"screeching, tail moving, and eating while remaining in the same spot in the tree",1,No,Yes,at the bottom of the tree the squirrel was in,2.0,No,Yes,people walking by the tree,0.0,,,,
Gonzaga University,46.67017,-117.39881000000001,Core college campus,> 10m,0m,Within 15 meters of sidewalks,"Tuesday, June 22, 2021",1:00:00 PM,None,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),5.0,4.0,1.0,0,6.0,0,,1,No,Yes,,0.0,,,,0.0,,,,0
Gonzaga University,47.66832,-117.40521000000001,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, June 23, 2021",1:00:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),5.0,6.0,4.0,0,1.0,0,,0,,,,1.0,No,Yes,Walking past,0.0,,,,
Gonzaga University,46.67017,-117.39881000000001,Core college campus,> 10m,0m,Within 15 meters of sidewalks,"Thursday, June 24, 2021",1:01:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,0.0,0.0,0,16.0,0,Squirrel rested on branch for all 5 minutes,1,No,Yes,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.66511,-117.39728000000001,Core college campus,> 10m,3 - 15m,Within 15 meters of buildings,"Friday, June 25, 2021",1:05:00 PM,None,No,Light breeze,Western gray squirrel (Sciuris griseus),11.0,3.0,0.0,0,2.0,0,,0,No,,,0.0,,,,0.0,No,,,
Gonzaga University,47.6678,-117.40226000000001,Core college campus,3 - 10m,0m,Within 15 meters of buildings,"Saturday, June 26, 2021",1:10:00 PM,Overcast,No,Steady breeze,Western gray squirrel (Sciuris griseus),4.0,1.0,3.0,0,8.0,0,,1,No,Yes,,5.0,No,Yes,,0.0,,,,
Gonzaga University,47.6677,-117.40338999999999,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Sunday, June 27, 2021",1:10:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),6.0,9.0,0.0,0,1.0,0,Subject was vigilant of nearby squirrels in a chase.,2,Yes,Yes,The subject remained extremely vigilant of two squirrels engaged in a chase.,0.0,,,,0.0,,,,
Gonzaga University,47.66754,-117.40494,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Monday, June 28, 2021",1:13:00 PM,Mostly sunny,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,0.0,0.0,0,9.0,0,"The squirrel ran from a building into a tree, then spotted us and eyed us vigilantly. It then ran on the ground along the length of a building, then across a paved road into another tree. It was aware of us in the new tree as well until we backed away and it climbed up further as the time ended. ",1,No,Yes,"The two squirrels were in the first tree at the same time, but the squirrel being observed did not stay in that tree for very long. ",5.0,No,Yes,2 humans were walking and 3 were standing. The squirrel was not exceptionally aware of them as it was focused on taking cover in the new tree.,0.0,No,No,,
Gonzaga University,47.66768,-117.40320700000001,Core college campus,> 10m,0m,Within 15 meters of sidewalks,"Tuesday, June 29, 2021",1:15:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,0.0,0.0,0,16.0,0,ran up tree before resting the entire time observed,0,,,,0.0,,No,,0.0,,,,
Gonzaga University,47.66829,-117.40263,Core college campus,3 - 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, June 30, 2021",1:16:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),8.0,2.0,0.0,1,5.0,0,,2,Yes,Yes,Focal individual was chased,3.0,No,Yes,,0.0,,,,
Gonzaga University,47.6677,-117.40338999999999,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Thursday, July 1, 2021",1:17:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),9.0,3.0,0.0,0,4.0,0,most other is running and climbing,0,,,,8.0,No,Yes,,0.0,,,,
Gonzaga University,47.66745,-117.40358,Core college campus,> 10m,3 - 15m,Within 15 meters of sidewalks,"Friday, July 2, 2021",1:18:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,2.0,0.0,0,3.0,8,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.668420000000005,-117.40312,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Saturday, July 3, 2021",1:20:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),10.0,4.0,0.0,0,2.0,0,,3,No,Yes,no interaction but all four near eachother,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.668801,-117.40378999999999,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Sunday, July 4, 2021",1:20:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),6.0,4.0,1.0,1,3.0,1,"The subject was very active, and even chased a nearby squirrel at 4:40.",1,Yes,Yes,The subject chased a nearby squirrel who was foraging in the area.,2.0,No,Yes,People walked on the path near the squirrel.,0.0,,,,
Gonzaga University,47.668420000000005,-117.40312,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Monday, July 5, 2021",1:21:00 PM,None,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,6.0,6.0,1,0.0,0,,2,Yes,Yes,Final animal chased other squirrel,1.0,No,"Yes, No",,0.0,,,0,0
Gonzaga University,47.66835,-117.40281,Core college campus,> 10m,3 - 15m,Within 15 meters of buildings,"Tuesday, July 6, 2021",1:21:00 PM,None,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),10.0,6.0,0.0,0,0.0,0,,1,Yes,Yes,Some fighting was involved,0.0,,,,0.0,,,,
Gonzaga University,47.667783,-117.401752,Core college campus,3 - 10m,< 3m,Within 15 meters of buildings,"Wednesday, July 7, 2021",1:22:00 PM,Mostly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),4.0,5.0,0.0,0,4.0,3,Moving around a lot and near the end eats.,0,"Yes, NA",,,0.0,,,,0.0,,,,
Gonzaga University,47.667609999999996,-117.40211000000001,Core college campus,3 - 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Thursday, July 8, 2021",1:23:00 PM,Mostly sunny,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,5.0,3.0,0,3.0,1,"During N/A time, squirrel was behind a bush.",0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.66725,-117.40496,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Friday, July 9, 2021",1:29:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,9.0,2.0,0,2.0,0,,4,Yes,Yes,,10.0,No,Yes,,0.0,"No, NA",,,"A few birds foraging within 15m, no interaction"
Gonzaga University,38.561421,-121.42438100000001,Core college campus,3 - 10m,< 3m,Within 15 meters of paved road,"Saturday, July 10, 2021",1:30 PM,Sunny,No,None,Eastern gray squirrel (Sciurus carolinensis),4.0,4.0,2.0,0,6.0,0,,0,,No,,,,,,,,,,
Gonzaga University,47.667559999999995,-117.40321999999999,Core college campus,> 10m,3 - 15m,Within 15 meters of sidewalks,"Sunday, July 11, 2021",1:30:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,7.0,8.0,0,0.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66666,-117.40366999999999,Core college campus,> 10m,15 - 30m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Monday, July 12, 2021",1:30:00 PM,Mostly sunny,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,14.0,0.0,0,0.0,0,,1,Yes,Yes,Had short interaction with one other squirrel.,0.0,,,,0.0,,,,
Gonzaga University,47.66751,-117.40431000000001,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Tuesday, July 13, 2021",1:34:00 PM,Mostly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),8.0,6.0,1.0,1,0.0,0,,1,Yes,Yes,The other Easter Gray squirrel chased the focal animal.,2.0,No,No,Humans walked by the squirrel,0.0,,,,
Gonzaga University,47.66728,-117.40491000000002,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Wednesday, July 14, 2021",1:35:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,4.0,8.0,0,2.0,0,,2,Yes,Yes,Multiple squirrels running around in this small area. There were a couple of instances of interactions with other squirrels,4.0,Yes,Yes,Squirrel was near multiple cars and a construction site. Humans were walking past frequently,0.0,No,No,,
Gonzaga University,47.667609999999996,-117.4022,Core college campus,3 - 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Thursday, July 15, 2021",1:35:00 PM,Mostly sunny,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,6.0,5.0,1,1.0,1,,1,Yes,Yes,Stared Down while the squirrel had a nut in his mouth.,1.0,Yes,Yes,human was feeding squirrel peanuts,0.0,No,No,,
Gonzaga University,47.6678,-117.40223999999999,Core college campus,3 - 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Friday, July 16, 2021",1:37:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,0.0,0.0,0,12.0,0,This squirrel mostly fixated on grooming itself.,1,No,Yes,"Though they did not directly interact, there was a moment when they both got spooked by something at the same time.",2.0,No,Yes,The people quickly walked by past the tree that the squirrel was on.,0.0,No,No,,
Gonzaga,47.66751,-117.40427,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Saturday, July 17, 2021",1:37:00 PM,Overcast,Yes,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,3.0,0.0,0,1.0,12,,1,No,Yes,No interaction occurred,0.0,,,,0.0,,,,
Gonzaga,47.66751,-117.40427,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Sunday, July 18, 2021",1:39:00 PM,Overcast,Yes,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,10.0,0.0,0,2.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66737,-117.40468999999999,Core college campus,3 - 10m,3 - 15m,Within 15 meters of sidewalks,"Monday, July 19, 2021",1:40:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,6.0,7.0,0,0.0,0,This squirrel was eating nuts someone had dropped on the ground.,4,No,Yes,,3.0,Yes,Yes,This squirrel was within about 3 feet of the three humans it interacted with because one of them had dropped nuts to feed them near her.,0.0,,,,
Gonzaga University,47.66725,-117.40496,Core college campus,> 10m,< 3m,Within 15 meters of buildings,"Tuesday, July 20, 2021",1:40:00 PM,Overcast,No,Light breeze,Western gray squirrel (Sciuris griseus),0.0,3.0,7.0,1,2.0,3,,4,Yes,Yes,,10.0,No,Yes,,0.0,"No, NA",,,"8 birds, no direct interaction, <3 m, foraging"
Gonzaga University,38.56111,-121.42378000000001,Core college campus,> 10m,< 3m,Within 15 meters of paved road,"Wednesday, July 21, 2021",1:44 PM,Mostly sunny,No,None,Eastern gray squirrel (Sciurus carolinensis),1.0,13.0,2.0,0,0.0,0,,0,No,No,,,,,,,,,,
Gonzaga University,47.66751,-117.40427,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Thursday, July 22, 2021",1:45:00 PM,Overcast,No,None,Eastern gray squirrel (Sciurus carolinensis),0.0,4.0,1.0,0,11.0,0,,1,No,Yes,two squirrels in on different branches of the same tree,0.0,,,,0.0,,,,
Gonzaga University,42.66796,-117.40047,Core college campus,0 - 3m,0m,"Natural area, on trail, Within 15 meters of buildings","Friday, July 23, 2021",1:45:00 PM,Mostly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),16.0,0.0,0.0,0,0.0,0,,0,No,No,,6.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.666013,-117.406213,Core college campus,3 - 10m,< 3m,"Natural area, off trail, Within 15 meters of sidewalks","Saturday, July 24, 2021",1:45:00 PM,Mostly sunny,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,6.0,2.0,0,2.0,2,Out of sight near river bank,0,No,No,,4.0,No,Yes,walking along centennial trail,0.0,No,No,,
Gonzaga University,47.66789,-117.40227,Core college campus,> 10m,0m,Within 15 meters of buildings,"Sunday, July 25, 2021",1:46:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,5.0,0.0,0,11.0,0,,1,No,Yes,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.667229999999996,-117.40468,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Monday, July 26, 2021",1:48:00 PM,Mostly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,13.0,1.0,0,1.0,0,At a minute and forty seconds a car drove by within 15 m of the squirrel,2,Yes,Yes,They ate next to the focal animal where someone had dropped part of their lunch.,2.0,No,Yes,They walked by the focal animal,0.0,,,,3 birds came within 15 m of the focal animal to eat part of a lunch someone dropped
Gonzaga University,47.6677,-117.4024,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Tuesday, July 27, 2021",1:54:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),6.0,3.0,3.0,2,2.0,0,,1,Yes,Yes,Our squirrel chased another small squirrel,2.0,No,Yes,Quietly talking,0.0,No,No,,
Gonzaga University,47.667770000000004,-117.40178,Core college campus,3 - 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, July 28, 2021",1:55:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,8.0,5.0,0,1.0,0,"The squirrel was eating a very large nut, and there was also a large building vent that was incredibly loud about 7ft away from the squirrel.",0,,,,4.0,No,Yes,Humans walked by subject to class four different times. Only once out of the four times did the squirrel stop foraging and go into an alert stance.,0.0,,,,
Gonzaga University,47.667770000000004,-117.40178,Core college campus,3 - 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Thursday, July 29, 2021",1:55:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,8.0,5.0,0,1.0,0,"The squirrel was eating a very large nut, and there was also a large building vent that was incredibly loud about 7ft away from the squirrel.",0,,,,4.0,No,Yes,Humans walked by subject to class four different times. Only once out of the four times did the squirrel stop foraging and go into an alert stance.,0.0,,,,
Gonzaga University,47.66789,-117.40198000000001,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Friday, July 30, 2021",1:55:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,12.0,0.0,0,0.0,0,,0,No,No,,0.0,,,,0.0,,,,
Gonzaga University,47.667770000000004,-117.40178,Core college campus,3 - 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Saturday, July 31, 2021",1:55:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,8.0,5.0,0,1.0,0,"The squirrel was eating a very large nut, and there was also a large building vent that was incredibly loud about 7ft away from the squirrel.",0,,,,4.0,No,Yes,Humans walked by subject to class four different times. Only once out of the four times did the squirrel stop foraging and go into an alert stance.,0.0,,,,
Gonzaga University,47.668279999999996,-117.40193000000001,Core college campus,0 - 3m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Sunday, August 1, 2021",1:56:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,11.0,2.0,0,1.0,1,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,38.56038,-121.42431,Core college campus,0 - 3m,< 3m,Within 15 meters of paved road,"Monday, August 2, 2021",2:00 PM,Mostly sunny,No,None,Eastern gray squirrel (Sciurus carolinensis),3.0,6.0,7.0,0,0.0,0,,0,No,No,,,,,,,,,,
Gonzaga University,38.561421,-121.42438100000001,Core college campus,> 10m,< 3m,Within 15 meters of sidewalks,"Tuesday, August 3, 2021",2:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),6.0,4.0,0.0,4,2.0,0,,1,No,Yes,Other squirrel was interested in observed squirrel but observered squirrel did not care,,,,,,,,,
Gonzaga University,47.66758,-117.4037,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, August 4, 2021",2:03:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),8.0,3.0,3.0,0,2.0,0,,0,No,No,,2.0,No,Yes,"Two students walked by on a near by sidewalk, focal animal appeared vigilant. ",0.0,No,No,,
Gonzaga University,47.668490000000006,-117.40280800000001,Core college campus,3 - 10m,< 3m,"Natural area, off trail, Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Thursday, August 5, 2021",2:03:00 PM,Mostly sunny,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,6.0,2.0,0,2.0,2,,0,No,No,,10.0,No,Yes,walking in front of college hall,0.0,No,No,,
Gonzaga University,47.66772,-117.402667,Core college campus,> 10m,< 3m,Within 15 meters of sidewalks,"Friday, August 6, 2021",2:05:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,3.0,1.0,0,5.0,0,,0,,,,0.0,,,,0.0,,,,Squirrel was extremely bold and came up to my partner and I a few times within a few feet.
Gonzaga University,47.66722,-117.40456,Core college campus,3 - 10m,3 - 15m,Within 15 meters of sidewalks,"Saturday, August 7, 2021",2:07:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,1.0,0.0,0,3.0,9,This squirrel ran into a bush over a gated area where it could no longer be seen from where it was being observed.,2,No,Yes,,1.0,No,Yes,,0.0,,,,
Gonzaga,47.66812,-117.40028999999998,Core college campus,0 - 3m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Sunday, August 8, 2021",2:09:00 PM,Overcast,No,Light breeze,Western gray squirrel (Sciuris griseus),2.0,0.0,0.0,0,14.0,0,,0,No,No,,3.0,No,Yes,walking by below squirrel in the tree,0.0,Yes,No,,
